pk,month_index,intervention,time_after_intervention,num_commit,num_issue,num_star,num_comment,earning_after_adoption,count_grant,num_repo
3059,-1,0,0,3,2,1,3,46388.3,3,7
3059,0,0,0,0,1,1,0,46388.3,3,7
3059,1,1,1,0,0,0,0,46388.3,3,7
3059,2,1,2,0,0,0,0,46388.3,3,7
3059,3,1,3,1,1,1,0,46388.3,3,7
3059,4,1,4,0,0,0,0,46388.3,3,7
3059,5,1,5,3,0,1,0,46388.3,3,7
3059,6,1,6,0,0,3,0,46388.3,3,7
1110,-6,0,0,175,0,0,0,43952.58,6,35
1110,-5,0,0,145,1,0,0,43952.58,6,35
1110,-4,0,0,131,1,2,1,43952.58,6,35
1110,-3,0,0,72,0,4,4,43952.58,6,35
1110,-2,0,0,19,0,0,1,43952.58,6,35
1110,-1,0,0,16,0,0,7,43952.58,6,35
1110,0,0,0,58,6,0,1,43952.58,6,35
1110,1,1,1,53,1,5,0,43952.58,6,35
1110,2,1,2,22,0,1,0,43952.58,6,35
1110,3,1,3,18,2,1,0,43952.58,6,35
1110,4,1,4,30,1,2,0,43952.58,6,35
1110,5,1,5,6,0,1,0,43952.58,6,35
1110,6,1,6,11,1,4,1,43952.58,6,35
3224,-6,0,0,0,0,0,0,43511.97,2,1
3224,-5,0,0,0,0,0,0,43511.97,2,1
3224,-4,0,0,0,0,0,0,43511.97,2,1
3224,-3,0,0,0,0,0,0,43511.97,2,1
3224,-2,0,0,154,0,122,65,43511.97,2,1
3224,-1,0,0,148,0,48,22,43511.97,2,1
3224,0,0,0,75,0,24,18,43511.97,2,1
3224,1,1,1,64,3,21,28,43511.97,2,1
3224,2,1,2,147,0,19,20,43511.97,2,1
3224,3,1,3,76,0,38,23,43511.97,2,1
3224,4,1,4,23,0,15,12,43511.97,2,1
3224,5,1,5,52,0,27,31,43511.97,2,1
3224,6,1,6,29,0,26,32,43511.97,2,1
184,-6,0,0,95,0,4,30,43065.95,9,1
184,-5,0,0,123,0,5,149,43065.95,9,1
184,-4,0,0,73,0,2,65,43065.95,9,1
184,-3,0,0,92,0,2,21,43065.95,9,1
184,-2,0,0,74,0,4,19,43065.95,9,1
184,-1,0,0,18,0,4,1,43065.95,9,1
184,0,0,0,26,0,3,0,43065.95,9,1
184,1,1,1,40,0,5,19,43065.95,9,1
184,2,1,2,28,0,4,16,43065.95,9,1
184,3,1,3,8,0,3,0,43065.95,9,1
184,4,1,4,27,0,3,2,43065.95,9,1
184,5,1,5,12,0,5,41,43065.95,9,1
184,6,1,6,18,1,0,11,43065.95,9,1
294,-6,0,0,231,0,0,0,42631.45,6,34
294,-5,0,0,181,0,0,0,42631.45,6,34
294,-4,0,0,88,0,0,0,42631.45,6,34
294,-3,0,0,10,0,1,0,42631.45,6,34
294,-2,0,0,105,0,1,0,42631.45,6,34
294,-1,0,0,8,0,2,0,42631.45,6,34
294,0,0,0,5,0,1,0,42631.45,6,34
294,1,1,1,1,0,1,0,42631.45,6,34
294,2,1,2,2,0,0,0,42631.45,6,34
294,3,1,3,30,0,0,0,42631.45,6,34
294,4,1,4,3,0,0,0,42631.45,6,34
294,5,1,5,10,0,3,0,42631.45,6,34
294,6,1,6,34,1,105,7,42631.45,6,34
888,-6,0,0,79,0,2,25,40337.96,7,1
888,-5,0,0,161,7,5,46,40337.96,7,1
888,-4,0,0,64,0,10,8,40337.96,7,1
888,-3,0,0,18,0,7,7,40337.96,7,1
888,-2,0,0,216,4,23,46,40337.96,7,1
888,-1,0,0,197,9,13,161,40337.96,7,1
888,0,0,0,193,7,11,73,40337.96,7,1
888,1,1,1,143,2,7,12,40337.96,7,1
888,2,1,2,65,5,10,29,40337.96,7,1
888,3,1,3,83,3,22,13,40337.96,7,1
888,4,1,4,84,9,26,45,40337.96,7,1
888,5,1,5,109,2,34,50,40337.96,7,1
888,6,1,6,64,8,48,78,40337.96,7,1
37,-6,0,0,0,0,0,0,40168.49,11,1
37,-5,0,0,0,0,0,0,40168.49,11,1
37,-4,0,0,0,0,0,0,40168.49,11,1
37,-3,0,0,0,0,0,0,40168.49,11,1
37,-2,0,0,0,0,0,0,40168.49,11,1
37,-1,0,0,0,0,0,0,40168.49,11,1
37,0,0,0,0,0,0,0,40168.49,11,1
37,1,1,1,0,0,0,0,40168.49,11,1
37,2,1,2,0,0,0,0,40168.49,11,1
37,3,1,3,0,0,0,0,40168.49,11,1
37,4,1,4,0,0,0,0,40168.49,11,1
37,5,1,5,0,0,0,0,40168.49,11,1
37,6,1,6,0,0,0,0,40168.49,11,1
2916,-6,0,0,24,0,0,0,39464.91,3,27
2916,-5,0,0,16,0,0,0,39464.91,3,27
2916,-4,0,0,91,0,0,0,39464.91,3,27
2916,-3,0,0,81,0,0,0,39464.91,3,27
2916,-2,0,0,107,0,1,2,39464.91,3,27
2916,-1,0,0,182,21,25,76,39464.91,3,27
2916,0,0,0,174,20,14,51,39464.91,3,27
2916,1,1,1,202,0,7,114,39464.91,3,27
2916,2,1,2,443,6,8,237,39464.91,3,27
2916,3,1,3,442,10,9,157,39464.91,3,27
2916,4,1,4,449,10,23,132,39464.91,3,27
2916,5,1,5,431,12,13,140,39464.91,3,27
2916,6,1,6,339,6,15,138,39464.91,3,27
3386,-6,0,0,0,0,0,0,39291.54,2,2
3386,-5,0,0,0,0,0,0,39291.54,2,2
3386,-4,0,0,0,0,0,0,39291.54,2,2
3386,-3,0,0,0,0,0,0,39291.54,2,2
3386,-2,0,0,0,0,0,0,39291.54,2,2
3386,-1,0,0,0,0,0,0,39291.54,2,2
3386,0,0,0,0,0,0,0,39291.54,2,2
3386,1,1,1,0,0,0,0,39291.54,2,2
3386,2,1,2,0,0,0,0,39291.54,2,2
3386,3,1,3,52,0,3,46,39291.54,2,2
3386,4,1,4,5,1,2,10,39291.54,2,2
3386,5,1,5,2,0,1,0,39291.54,2,2
3386,6,1,6,15,0,0,11,39291.54,2,2
1669,-6,0,0,103,2,11,76,38034.62,5,24
1669,-5,0,0,64,2,4,60,38034.62,5,24
1669,-4,0,0,44,4,5,29,38034.62,5,24
1669,-3,0,0,43,0,9,40,38034.62,5,24
1669,-2,0,0,60,0,8,52,38034.62,5,24
1669,-1,0,0,49,1,5,47,38034.62,5,24
1669,0,0,0,45,0,3,21,38034.62,5,24
1669,1,1,1,55,1,4,38,38034.62,5,24
1669,2,1,2,49,3,14,38,38034.62,5,24
1669,3,1,3,61,3,9,103,38034.62,5,24
1669,4,1,4,114,5,9,143,38034.62,5,24
1669,5,1,5,98,5,9,68,38034.62,5,24
1669,6,1,6,67,3,8,89,38034.62,5,24
4165,-6,0,0,0,0,0,0,37821.9,1,4
4165,-5,0,0,0,0,0,0,37821.9,1,4
4165,-4,0,0,0,0,0,0,37821.9,1,4
4165,-3,0,0,0,0,0,0,37821.9,1,4
4165,-2,0,0,69,0,0,1,37821.9,1,4
4165,-1,0,0,41,0,11,5,37821.9,1,4
4165,0,0,0,0,1,17,0,37821.9,1,4
4165,1,1,1,0,0,3,0,37821.9,1,4
4165,2,1,2,0,0,1,0,37821.9,1,4
4165,3,1,3,0,0,1,3,37821.9,1,4
4165,4,1,4,0,0,2,0,37821.9,1,4
4165,5,1,5,0,0,8,0,37821.9,1,4
4165,6,1,6,0,0,3,0,37821.9,1,4
224,-6,0,0,62,0,0,9,37144.46,4,1
224,-5,0,0,63,0,2,11,37144.46,4,1
224,-4,0,0,77,0,0,10,37144.46,4,1
224,-3,0,0,32,0,0,45,37144.46,4,1
224,-2,0,0,156,0,6,63,37144.46,4,1
224,-1,0,0,106,0,2,44,37144.46,4,1
224,0,0,0,61,0,4,23,37144.46,4,1
224,1,1,1,71,0,9,12,37144.46,4,1
224,2,1,2,40,0,6,5,37144.46,4,1
224,3,1,3,74,0,3,16,37144.46,4,1
224,4,1,4,142,0,3,16,37144.46,4,1
224,5,1,5,136,0,7,16,37144.46,4,1
224,6,1,6,67,0,6,11,37144.46,4,1
1773,-6,0,0,0,0,0,0,36506.59,2,5
1773,-5,0,0,0,0,0,0,36506.59,2,5
1773,-4,0,0,0,0,0,0,36506.59,2,5
1773,-3,0,0,0,0,0,0,36506.59,2,5
1773,-2,0,0,0,0,0,0,36506.59,2,5
1773,-1,0,0,0,0,0,0,36506.59,2,5
1773,0,0,0,14,0,0,0,36506.59,2,5
1773,1,1,1,50,0,0,24,36506.59,2,5
1773,2,1,2,74,0,0,34,36506.59,2,5
1773,3,1,3,116,0,0,16,36506.59,2,5
1773,4,1,4,19,0,0,5,36506.59,2,5
1773,5,1,5,58,0,0,13,36506.59,2,5
1773,6,1,6,107,1,0,60,36506.59,2,5
2281,-6,0,0,0,0,0,0,35549.01,4,1
2281,-5,0,0,0,0,0,0,35549.01,4,1
2281,-4,0,0,0,0,0,0,35549.01,4,1
2281,-3,0,0,0,0,0,0,35549.01,4,1
2281,-2,0,0,0,0,0,0,35549.01,4,1
2281,-1,0,0,0,0,0,0,35549.01,4,1
2281,0,0,0,0,0,0,0,35549.01,4,1
2281,1,1,1,0,0,0,0,35549.01,4,1
2281,2,1,2,0,0,0,0,35549.01,4,1
2281,3,1,3,0,0,0,0,35549.01,4,1
2281,4,1,4,0,0,0,0,35549.01,4,1
2281,5,1,5,0,0,0,0,35549.01,4,1
2281,6,1,6,0,0,0,0,35549.01,4,1
795,-6,0,0,0,0,0,0,34106.08,7,1
795,-5,0,0,0,0,0,0,34106.08,7,1
795,-4,0,0,0,0,0,0,34106.08,7,1
795,-3,0,0,0,0,0,0,34106.08,7,1
795,-2,0,0,0,0,0,0,34106.08,7,1
795,-1,0,0,0,0,0,0,34106.08,7,1
795,0,0,0,0,0,0,0,34106.08,7,1
795,1,1,1,0,0,0,0,34106.08,7,1
795,2,1,2,0,0,0,0,34106.08,7,1
795,3,1,3,0,0,0,0,34106.08,7,1
795,4,1,4,0,0,0,0,34106.08,7,1
795,5,1,5,0,0,0,0,34106.08,7,1
795,6,1,6,0,0,0,0,34106.08,7,1
2112,-6,0,0,0,0,0,0,33811.8,4,1
2112,-5,0,0,0,0,0,0,33811.8,4,1
2112,-4,0,0,0,0,0,0,33811.8,4,1
2112,-3,0,0,0,0,0,0,33811.8,4,1
2112,-2,0,0,0,0,0,0,33811.8,4,1
2112,-1,0,0,1,0,0,0,33811.8,4,1
2112,0,0,0,18,0,3,10,33811.8,4,1
2112,1,1,1,20,22,10,16,33811.8,4,1
2112,2,1,2,0,0,5,5,33811.8,4,1
2112,3,1,3,0,1,0,0,33811.8,4,1
2112,4,1,4,3,0,0,1,33811.8,4,1
2112,5,1,5,6,10,4,16,33811.8,4,1
2112,6,1,6,1,1,5,2,33811.8,4,1
1657,-6,0,0,104,1,21,6,31838.26,5,48
1657,-5,0,0,89,3,34,11,31838.26,5,48
1657,-4,0,0,149,6,104,33,31838.26,5,48
1657,-3,0,0,181,6,91,21,31838.26,5,48
1657,-2,0,0,104,1,70,8,31838.26,5,48
1657,-1,0,0,156,11,56,56,31838.26,5,48
1657,0,0,0,93,4,69,28,31838.26,5,48
1657,1,1,1,53,6,106,16,31838.26,5,48
1657,2,1,2,63,3,133,22,31838.26,5,48
1657,3,1,3,111,0,100,7,31838.26,5,48
1657,4,1,4,163,5,159,40,31838.26,5,48
1657,5,1,5,163,8,196,23,31838.26,5,48
1657,6,1,6,115,6,174,52,31838.26,5,48
3012,-6,0,0,53,0,0,2,29331.49,3,37
3012,-5,0,0,54,0,0,0,29331.49,3,37
3012,-4,0,0,90,0,0,0,29331.49,3,37
3012,-3,0,0,100,1,0,2,29331.49,3,37
3012,-2,0,0,88,0,0,0,29331.49,3,37
3012,-1,0,0,57,0,0,0,29331.49,3,37
3012,0,0,0,73,0,0,2,29331.49,3,37
3012,1,1,1,71,0,0,0,29331.49,3,37
3012,2,1,2,64,0,0,1,29331.49,3,37
3012,3,1,3,18,0,0,2,29331.49,3,37
3012,4,1,4,9,0,0,0,29331.49,3,37
3012,5,1,5,79,0,0,31,29331.49,3,37
3012,6,1,6,34,1,2,14,29331.49,3,37
2575,-6,0,0,0,0,0,0,28704.04,3,1
2575,-5,0,0,0,0,0,0,28704.04,3,1
2575,-4,0,0,0,0,0,0,28704.04,3,1
2575,-3,0,0,0,0,0,0,28704.04,3,1
2575,-2,0,0,0,0,0,0,28704.04,3,1
2575,-1,0,0,0,0,0,0,28704.04,3,1
2575,0,0,0,0,0,0,0,28704.04,3,1
2575,1,1,1,0,0,0,0,28704.04,3,1
2575,2,1,2,0,0,0,0,28704.04,3,1
2575,3,1,3,0,0,0,0,28704.04,3,1
2575,4,1,4,0,0,0,0,28704.04,3,1
2575,5,1,5,0,0,0,0,28704.04,3,1
2575,6,1,6,0,0,0,0,28704.04,3,1
139,-6,0,0,0,0,0,0,27852.54,10,1
139,-5,0,0,82,0,5,2,27852.54,10,1
139,-4,0,0,188,0,5,12,27852.54,10,1
139,-3,0,0,117,0,0,22,27852.54,10,1
139,-2,0,0,102,0,3,15,27852.54,10,1
139,-1,0,0,176,0,2,9,27852.54,10,1
139,0,0,0,269,0,2,35,27852.54,10,1
139,1,1,1,115,0,4,27,27852.54,10,1
139,2,1,2,127,0,3,34,27852.54,10,1
139,3,1,3,90,0,1,20,27852.54,10,1
139,4,1,4,36,0,4,11,27852.54,10,1
139,5,1,5,74,0,2,11,27852.54,10,1
139,6,1,6,79,0,3,11,27852.54,10,1
82,-6,0,0,0,0,0,0,27140.07,1,1
82,-5,0,0,0,0,0,0,27140.07,1,1
82,-4,0,0,0,0,0,0,27140.07,1,1
82,-3,0,0,0,0,0,0,27140.07,1,1
82,-2,0,0,0,0,0,0,27140.07,1,1
82,-1,0,0,0,0,0,0,27140.07,1,1
82,0,0,0,4,0,3,0,27140.07,1,1
82,1,1,1,0,0,0,0,27140.07,1,1
82,2,1,2,0,0,0,0,27140.07,1,1
82,3,1,3,0,0,0,0,27140.07,1,1
82,4,1,4,4,1,0,0,27140.07,1,1
82,5,1,5,3,0,1,0,27140.07,1,1
82,6,1,6,0,0,1,0,27140.07,1,1
1530,-6,0,0,0,0,0,0,26625.91,2,6
1530,-5,0,0,0,0,0,0,26625.91,2,6
1530,-4,0,0,0,0,0,0,26625.91,2,6
1530,-3,0,0,0,0,0,0,26625.91,2,6
1530,-2,0,0,0,0,0,0,26625.91,2,6
1530,-1,0,0,39,0,10,0,26625.91,2,6
1530,0,0,0,0,0,0,0,26625.91,2,6
1530,1,1,1,0,0,2,0,26625.91,2,6
1530,2,1,2,0,0,2,0,26625.91,2,6
1530,3,1,3,2,0,15,0,26625.91,2,6
1530,4,1,4,15,0,18,0,26625.91,2,6
1530,5,1,5,7,0,6,0,26625.91,2,6
1530,6,1,6,13,1,10,0,26625.91,2,6
2235,-6,0,0,0,0,0,0,26457.71,4,5
2235,-5,0,0,0,0,0,0,26457.71,4,5
2235,-4,0,0,0,0,0,0,26457.71,4,5
2235,-3,0,0,0,0,0,0,26457.71,4,5
2235,-2,0,0,0,0,0,0,26457.71,4,5
2235,-1,0,0,0,0,0,0,26457.71,4,5
2235,0,0,0,0,0,0,0,26457.71,4,5
2235,1,1,1,0,0,0,0,26457.71,4,5
2235,2,1,2,0,0,0,0,26457.71,4,5
2235,3,1,3,5,2,0,4,26457.71,4,5
2235,4,1,4,55,0,2,4,26457.71,4,5
2235,5,1,5,0,0,2,4,26457.71,4,5
2235,6,1,6,0,0,2,1,26457.71,4,5
2851,-6,0,0,14,0,76,12,26323.6,3,1
2851,-5,0,0,27,0,126,3,26323.6,3,1
2851,-4,0,0,39,0,119,8,26323.6,3,1
2851,-3,0,0,50,1,384,27,26323.6,3,1
2851,-2,0,0,12,0,278,29,26323.6,3,1
2851,-1,0,0,17,0,370,37,26323.6,3,1
2851,0,0,0,24,9,249,128,26323.6,3,1
2851,1,1,1,57,1,272,47,26323.6,3,1
2851,2,1,2,41,1,417,47,26323.6,3,1
2851,3,1,3,56,9,539,149,26323.6,3,1
2851,4,1,4,32,2,495,101,26323.6,3,1
2851,5,1,5,67,1,594,72,26323.6,3,1
2851,6,1,6,42,2,506,29,26323.6,3,1
3510,-6,0,0,0,0,0,0,22961.22,1,1
3510,-5,0,0,0,0,0,0,22961.22,1,1
3510,-4,0,0,0,0,0,0,22961.22,1,1
3510,-3,0,0,0,0,0,0,22961.22,1,1
3510,-2,0,0,0,0,0,0,22961.22,1,1
3510,-1,0,0,0,0,0,0,22961.22,1,1
3510,0,0,0,10,0,4,0,22961.22,1,1
3510,1,1,1,9,38,0,13,22961.22,1,1
3510,2,1,2,6,0,5,13,22961.22,1,1
3510,3,1,3,16,13,1,48,22961.22,1,1
3510,4,1,4,19,0,2,5,22961.22,1,1
3510,5,1,5,11,0,0,1,22961.22,1,1
3510,6,1,6,153,7,1,48,22961.22,1,1
2918,-6,0,0,0,0,0,0,21938.36,3,1
2918,-5,0,0,0,0,0,0,21938.36,3,1
2918,-4,0,0,11,0,0,0,21938.36,3,1
2918,-3,0,0,1,0,0,1,21938.36,3,1
2918,-2,0,0,9,0,0,0,21938.36,3,1
2918,-1,0,0,3,0,0,0,21938.36,3,1
2918,0,0,0,21,1,3,1,21938.36,3,1
2918,1,1,1,16,0,3,3,21938.36,3,1
2918,2,1,2,24,0,1,1,21938.36,3,1
2918,3,1,3,33,0,8,8,21938.36,3,1
2918,4,1,4,4,3,2,7,21938.36,3,1
2918,5,1,5,6,2,6,1,21938.36,3,1
2918,6,1,6,1,0,5,1,21938.36,3,1
2262,-6,0,0,2,0,2,0,20919.01,3,1
2262,-5,0,0,2,1,1,0,20919.01,3,1
2262,-4,0,0,5,0,0,1,20919.01,3,1
2262,-3,0,0,0,0,2,0,20919.01,3,1
2262,-2,0,0,2,0,3,1,20919.01,3,1
2262,-1,0,0,1,0,5,0,20919.01,3,1
2262,0,0,0,8,0,4,3,20919.01,3,1
2262,1,1,1,7,2,7,13,20919.01,3,1
2262,2,1,2,0,7,8,8,20919.01,3,1
2262,3,1,3,0,1,4,0,20919.01,3,1
2262,4,1,4,0,4,6,3,20919.01,3,1
2262,5,1,5,0,2,3,1,20919.01,3,1
2262,6,1,6,0,1,8,1,20919.01,3,1
1211,-6,0,0,442,0,0,0,20317.56,6,26
1211,-5,0,0,549,1,1,0,20317.56,6,26
1211,-4,0,0,827,0,1,0,20317.56,6,26
1211,-3,0,0,600,1,0,0,20317.56,6,26
1211,-2,0,0,427,0,0,0,20317.56,6,26
1211,-1,0,0,469,0,0,0,20317.56,6,26
1211,0,0,0,274,2,1,1,20317.56,6,26
1211,1,1,1,457,0,2,0,20317.56,6,26
1211,2,1,2,395,0,1,0,20317.56,6,26
1211,3,1,3,202,0,1,0,20317.56,6,26
1211,4,1,4,83,0,0,0,20317.56,6,26
1211,5,1,5,93,0,0,0,20317.56,6,26
1211,6,1,6,84,0,0,0,20317.56,6,26
3004,-6,0,0,84,0,0,0,19996.24,2,25
3004,-5,0,0,161,0,0,0,19996.24,2,25
3004,-4,0,0,240,0,0,0,19996.24,2,25
3004,-3,0,0,309,0,0,0,19996.24,2,25
3004,-2,0,0,76,0,0,0,19996.24,2,25
3004,-1,0,0,102,0,0,0,19996.24,2,25
3004,0,0,0,108,0,0,0,19996.24,2,25
3004,1,1,1,207,0,0,0,19996.24,2,25
3004,2,1,2,193,22,5,28,19996.24,2,25
3004,3,1,3,632,40,14,158,19996.24,2,25
3004,4,1,4,723,13,28,70,19996.24,2,25
3004,5,1,5,493,25,16,231,19996.24,2,25
3004,6,1,6,452,22,24,155,19996.24,2,25
3930,-6,0,0,4,0,2,2,19759.06,1,7
3930,-5,0,0,4,1,0,0,19759.06,1,7
3930,-4,0,0,4,0,0,0,19759.06,1,7
3930,-3,0,0,4,2,0,2,19759.06,1,7
3930,-2,0,0,2,0,0,2,19759.06,1,7
3930,-1,0,0,0,0,0,0,19759.06,1,7
3930,0,0,0,3,0,0,0,19759.06,1,7
3930,1,1,1,0,0,0,0,19759.06,1,7
3930,2,1,2,0,0,1,0,19759.06,1,7
3930,3,1,3,0,0,0,1,19759.06,1,7
3930,4,1,4,0,0,1,2,19759.06,1,7
3930,5,1,5,0,0,0,0,19759.06,1,7
3930,6,1,6,0,2,1,2,19759.06,1,7
2979,-6,0,0,0,0,0,0,19640.93,3,5
2979,-5,0,0,0,0,0,0,19640.93,3,5
2979,-4,0,0,0,0,0,0,19640.93,3,5
2979,-3,0,0,6,0,0,0,19640.93,3,5
2979,-2,0,0,20,0,0,0,19640.93,3,5
2979,-1,0,0,40,0,0,0,19640.93,3,5
2979,0,0,0,20,0,0,0,19640.93,3,5
2979,1,1,1,38,0,0,0,19640.93,3,5
2979,2,1,2,14,0,0,0,19640.93,3,5
2979,3,1,3,14,0,0,0,19640.93,3,5
2979,4,1,4,1,0,0,0,19640.93,3,5
2979,5,1,5,4,0,0,0,19640.93,3,5
2979,6,1,6,82,0,1,10,19640.93,3,5
358,-6,0,0,6,0,9,9,18302.0,9,1
358,-5,0,0,0,0,6,6,18302.0,9,1
358,-4,0,0,3,1,1,2,18302.0,9,1
358,-3,0,0,4,1,2,2,18302.0,9,1
358,-2,0,0,1,0,4,2,18302.0,9,1
358,-1,0,0,5,1,6,5,18302.0,9,1
358,0,0,0,4,1,7,7,18302.0,9,1
358,1,1,1,7,1,4,47,18302.0,9,1
358,2,1,2,18,0,7,30,18302.0,9,1
358,3,1,3,21,1,1,16,18302.0,9,1
358,4,1,4,2,0,6,6,18302.0,9,1
358,5,1,5,0,0,5,1,18302.0,9,1
358,6,1,6,0,1,2,3,18302.0,9,1
198,-6,0,0,143,0,4,0,17759.21,7,14
198,-5,0,0,69,0,54,1,17759.21,7,14
198,-4,0,0,62,0,16,4,17759.21,7,14
198,-3,0,0,30,0,15,2,17759.21,7,14
198,-2,0,0,90,0,7,29,17759.21,7,14
198,-1,0,0,102,0,17,67,17759.21,7,14
198,0,0,0,37,1,22,14,17759.21,7,14
198,1,1,1,72,1,15,41,17759.21,7,14
198,2,1,2,41,0,9,3,17759.21,7,14
198,3,1,3,39,0,14,31,17759.21,7,14
198,4,1,4,60,3,15,33,17759.21,7,14
198,5,1,5,19,3,20,7,17759.21,7,14
198,6,1,6,4,0,10,10,17759.21,7,14
308,-6,0,0,1,0,0,0,17626.65,9,5
308,-5,0,0,3,0,0,0,17626.65,9,5
308,-4,0,0,77,0,30,6,17626.65,9,5
308,-3,0,0,17,0,16,4,17626.65,9,5
308,-2,0,0,0,0,42,0,17626.65,9,5
308,-1,0,0,0,0,23,1,17626.65,9,5
308,0,0,0,0,0,8,0,17626.65,9,5
308,1,1,1,22,0,9,15,17626.65,9,5
308,2,1,2,123,0,16,16,17626.65,9,5
308,3,1,3,132,0,7,9,17626.65,9,5
308,4,1,4,130,0,9,4,17626.65,9,5
308,5,1,5,246,5,12,32,17626.65,9,5
308,6,1,6,153,3,15,57,17626.65,9,5
1996,-6,0,0,0,0,0,0,17156.44,4,1
1996,-5,0,0,0,0,0,0,17156.44,4,1
1996,-4,0,0,0,0,0,0,17156.44,4,1
1996,-3,0,0,0,0,0,0,17156.44,4,1
1996,-2,0,0,6,0,2,27,17156.44,4,1
1996,-1,0,0,17,1,47,50,17156.44,4,1
1996,0,0,0,0,1,26,0,17156.44,4,1
1996,1,1,1,10,0,23,12,17156.44,4,1
1996,2,1,2,0,2,16,3,17156.44,4,1
1996,3,1,3,0,2,6,1,17156.44,4,1
1996,4,1,4,0,0,10,1,17156.44,4,1
1996,5,1,5,0,1,15,0,17156.44,4,1
1996,6,1,6,0,0,15,0,17156.44,4,1
246,-6,0,0,0,0,0,0,16917.57,3,1
246,-5,0,0,0,0,0,0,16917.57,3,1
246,-4,0,0,0,0,0,0,16917.57,3,1
246,-3,0,0,0,0,0,0,16917.57,3,1
246,-2,0,0,0,0,0,0,16917.57,3,1
246,-1,0,0,5,1,0,6,16917.57,3,1
246,0,0,0,30,0,5,11,16917.57,3,1
246,1,1,1,19,1,12,0,16917.57,3,1
246,2,1,2,16,0,4,1,16917.57,3,1
246,3,1,3,16,3,10,4,16917.57,3,1
246,4,1,4,26,2,5,0,16917.57,3,1
246,5,1,5,52,3,12,1,16917.57,3,1
246,6,1,6,52,4,9,2,16917.57,3,1
519,-6,0,0,0,0,0,0,16735.72,7,8
519,-5,0,0,0,0,0,0,16735.72,7,8
519,-4,0,0,0,0,0,0,16735.72,7,8
519,-3,0,0,0,0,0,0,16735.72,7,8
519,-2,0,0,9,0,1,0,16735.72,7,8
519,-1,0,0,130,0,17,0,16735.72,7,8
519,0,0,0,21,3,12,10,16735.72,7,8
519,1,1,1,27,0,5,26,16735.72,7,8
519,2,1,2,75,2,6,2,16735.72,7,8
519,3,1,3,60,9,3,15,16735.72,7,8
519,4,1,4,37,5,11,16,16735.72,7,8
519,5,1,5,97,3,16,12,16735.72,7,8
519,6,1,6,3,1,6,3,16735.72,7,8
1090,-6,0,0,0,0,0,0,16267.49,3,1
1090,-5,0,0,0,0,0,0,16267.49,3,1
1090,-4,0,0,0,0,0,0,16267.49,3,1
1090,-3,0,0,0,0,0,0,16267.49,3,1
1090,-2,0,0,0,0,0,0,16267.49,3,1
1090,-1,0,0,0,0,0,0,16267.49,3,1
1090,0,0,0,0,0,0,0,16267.49,3,1
1090,1,1,1,0,0,0,0,16267.49,3,1
1090,2,1,2,0,0,0,0,16267.49,3,1
1090,3,1,3,28,0,0,0,16267.49,3,1
1090,4,1,4,0,1,1,1,16267.49,3,1
1090,5,1,5,0,0,2,0,16267.49,3,1
1090,6,1,6,0,0,1,0,16267.49,3,1
936,-6,0,0,2,0,0,0,16226.75,2,17
936,-5,0,0,8,0,0,0,16226.75,2,17
936,-4,0,0,0,0,0,0,16226.75,2,17
936,-3,0,0,2,0,0,0,16226.75,2,17
936,-2,0,0,9,0,0,0,16226.75,2,17
936,-1,0,0,2,0,2,0,16226.75,2,17
936,0,0,0,2,0,4,0,16226.75,2,17
936,1,1,1,132,1,4,0,16226.75,2,17
936,2,1,2,18,0,2,2,16226.75,2,17
936,3,1,3,11,0,1,0,16226.75,2,17
936,4,1,4,84,1,0,1,16226.75,2,17
936,5,1,5,147,0,3,2,16226.75,2,17
936,6,1,6,24,1,3,6,16226.75,2,17
1155,-6,0,0,3,0,0,0,16167.16,6,17
1155,-5,0,0,43,0,0,0,16167.16,6,17
1155,-4,0,0,53,0,0,0,16167.16,6,17
1155,-3,0,0,131,0,0,0,16167.16,6,17
1155,-2,0,0,32,0,0,0,16167.16,6,17
1155,-1,0,0,87,0,0,0,16167.16,6,17
1155,0,0,0,29,0,0,0,16167.16,6,17
1155,1,1,1,91,3,0,7,16167.16,6,17
1155,2,1,2,69,9,5,140,16167.16,6,17
1155,3,1,3,41,4,3,68,16167.16,6,17
1155,4,1,4,26,10,6,227,16167.16,6,17
1155,5,1,5,66,2,5,493,16167.16,6,17
1155,6,1,6,190,3,7,503,16167.16,6,17
596,-6,0,0,0,0,10,58,15891.16,3,1
596,-5,0,0,0,0,18,48,15891.16,3,1
596,-4,0,0,0,0,19,27,15891.16,3,1
596,-3,0,0,0,0,8,33,15891.16,3,1
596,-2,0,0,0,0,9,18,15891.16,3,1
596,-1,0,0,0,0,10,21,15891.16,3,1
596,0,0,0,0,0,5,17,15891.16,3,1
596,1,1,1,0,0,22,46,15891.16,3,1
596,2,1,2,0,1,18,45,15891.16,3,1
596,3,1,3,0,0,9,60,15891.16,3,1
596,4,1,4,0,0,15,55,15891.16,3,1
596,5,1,5,0,0,18,16,15891.16,3,1
596,6,1,6,0,0,13,49,15891.16,3,1
2265,-6,0,0,16,0,0,0,14103.7,4,8
2265,-5,0,0,12,0,0,0,14103.7,4,8
2265,-4,0,0,10,0,0,0,14103.7,4,8
2265,-3,0,0,5,0,0,0,14103.7,4,8
2265,-2,0,0,3,0,0,0,14103.7,4,8
2265,-1,0,0,3,0,0,0,14103.7,4,8
