pk,round,total_earned,round_times,team_member,len_description,admin_profile_followers,admin_profile_following,admin_position,admin_grants_contributed,stars,commits,issues,comments,tweet_count,count_likes,count_comments,count_retweet
596,11,11620.86,3,,,,,,,0,0,0,0,43,1961,118,325
596,6,152.39,2,,,,,,,6,0,0,50,27,41,27,1
596,5,4117.91,1,,,,,,,1,0,0,6,13,29,10,3
212,11,37.43,8,,,,,,,0,0,0,0,0,0,0,0
212,10,501.52,7,,,,,,,0,0,0,0,0,0,0,0
212,9,29.28,6,,,,,,,0,0,0,0,2,14,0,6
212,8,8.97,5,,,,,,,0,0,0,0,0,0,0,0
212,7,2484.52,4,,,,,,,0,0,0,0,4,8,0,2
212,6,0.28,3,,,,,,,2,4,0,0,1,3,1,3
212,5,8.49,2,,,,,,,0,39,0,3,18,224,36,81
212,4,55,1,,,,,,,0,8,0,0,2,2,0,1
1093,10,65585.29,4,,,,,,,0,0,0,0,13,96,4,15
1093,9,17468.87,3,,,,,,,19,136,0,94,1,2,0,0
1093,8,19625.17,2,,,,,,,9,96,0,109,2,23,2,6
1093,7,17353.4,1,,,,,,,45,141,1,283,2,37,10,4
1571,10,4289.23,3,,,,,,,0,0,0,0,0,0,0,0
1571,9,1145.22,2,,,,,,,5,115,11,13,0,0,0,0
1571,8,138.07,1,,,,,,,0,0,0,0,0,0,0,0
1112,10,2706.47,4,,,,,,,0,0,0,0,14,170,21,28
1112,9,1482.42,3,,,,,,,0,0,0,0,4,22,2,3
1112,8,1565.41,2,,,,,,,0,15,0,17,20,168,25,24
1112,7,5627.42,1,,,,,,,0,21,0,10,18,90,7,13
1415,10,367.56,3,,,,,,,0,0,0,0,3,952,95,244
1415,9,18996.51,2,,,,,,,45,21,8,95,5,42,2,10
1415,8,58145.94,1,,,,,,,47,14,5,103,8,46,5,8
198,10,314.22,7,3,1297,,,58,,0,0,0,0,3,1105,34,173
198,9,355.64,6,3,1297,,,58,,0,0,0,0,6,339,38,65
198,8,1133.12,5,3,1297,,,58,,0,0,0,0,1,76,5,13
198,7,2107.96,4,3,1297,,,58,,0,0,0,0,0,0,0,0
198,6,6851.88,3,3,1297,,,58,,7,1,0,7,3,70,5,18
198,5,3995.54,2,3,1297,,,58,,4,2,0,5,2,27,2,14
198,4,3000.85,1,3,1297,,,58,,9,25,1,8,13,90,12,24
540,9,69599.76,5,,,,,,,0,0,0,0,10,131,6,46
540,8,1998.29,4,,,,,,,0,0,0,0,19,52,7,15
540,7,4682.54,3,,,,,,,15,238,1,121,40,232,7,91
540,6,7.35,2,,,,,,,16,175,2,171,21,319,13,120
540,5,45.27,1,,,,,,,7,25,4,64,6,91,4,33
1773,9,36463.49,2,1,2170,5557,5543,344,58,0,25,0,3,3,22,3,7
1773,8,43.1,1,1,2170,5557,5543,344,58,0,14,0,0,20,169,25,16
275,9,30579.95,6,,,,,,,0,0,0,0,42,774,43,107
275,8,34207.08,5,,,,,,,0,0,0,0,8,645,149,168
275,7,19670.12,4,,,,,,,0,0,0,0,35,188,32,47
275,6,1657.69,3,,,,,,,11,92,2,72,15,500,42,102
275,5,836.59,2,,,,,,,4,17,1,11,32,253,41,78
275,4,4380,1,,,,,,,6,65,1,12,12,184,11,36
1530,9,15960.6,2,,,,,,,15,9,0,0,33,761,83,95
1530,8,10665.31,1,,,,,,,0,0,0,0,9,135,5,28
86,8,142078.48,7,3,2105,82472,82327,5,468,0,0,0,0,41,65040,2389,8778
86,7,27017.18,6,3,2105,82472,82327,5,468,0,0,0,0,46,927,153,207
86,6,9062.66,5,3,2105,82472,82327,5,468,0,0,0,0,51,561,35,150
86,5,3657.81,4,3,2105,82472,82327,5,468,0,0,0,0,52,433,67,246
86,4,10850.25,3,3,2105,82472,82327,5,468,0,0,0,0,55,950,54,302
86,3,1344.88,2,3,2105,82472,82327,5,468,18,2,11,103,52,879,41,201
86,2,457,1,3,2105,82472,82327,5,468,42,7,26,195,54,575,21,166
159,8,10751.83,4,2,626,3173,3117,602,27,0,0,0,0,48,18391,815,2207
159,7,1544.54,3,2,626,3173,3117,602,27,42,91,1,78,48,625,157,488
159,6,214.85,2,2,626,3173,3117,602,27,13,114,1,63,19,51,5,22
159,5,213.55,1,2,626,3173,3117,602,27,9,46,0,56,10,45,10,12
822,8,1189.26,3,,,,,,,1,55,5,20,0,0,0,0
822,7,1224.92,2,,,,,,,0,17,0,2,18,823,94,275
822,6,763.66,1,,,,,,,4,48,0,0,11,361,334,116
224,7,27012.22,4,,,,,,,0,0,0,0,,,,
224,6,917.24,3,,,,,,,2,31,0,1,,,,
224,5,1290.73,2,,,,,,,0,23,0,9,,,,
224,4,7924.27,1,,,,,,,2,58,0,18,,,,
936,7,16084.95,2,,,,,,,1,3,0,0,40,591,35,156
936,6,141.8,1,,,,,,,4,10,1,0,33,7441,50,560
296,7,6422.13,4,,,,,,,0,0,0,0,38,1376,104,306
296,6,2185.55,3,,,,,,,0,0,0,0,52,282,36,63
296,5,1240.62,2,,,,,,,0,0,0,0,13,163,4,34
296,4,610.1,1,,,,,,,0,0,0,0,45,542,31,98
943,7,5416.33,2,2,1597,1108,1083,0,125,43,3,0,1,50,840,84,172
943,6,143.21,1,2,1597,1108,1083,0,125,10,1,1,5,37,460,62,66
946,6,67269.33,1,,,,,,,3,7,0,8,,,,
246,6,4489.51,3,3,2653,,,394,,5,45,4,3,0,0,0,0
246,5,9014.33,2,3,2653,,,394,,4,8,1,0,0,0,0,0
246,4,3413.73,1,3,2653,,,394,,5,18,0,1,0,0,0,0
547,5,4601.95,1,3,976,,,0,,1,14,0,28,46,237,51,65
82,2,27140.07,1,,,,,,,3,0,0,0,4,57,10,22
